text_a,label
"""Since 1900, six (U.S. Supreme Court) justices have been confirmed during election years, including Justice Anthony Kennedy, who was confirmed in the final year of the Reagan Administration.""",0
"Alex Sink was ""the first official who said that BP should pay $25 million for an ad campaign to promote Florida tourism.""",4
"Says Rep. Ken Legler ""voted against installing fire sprinklers and emergency power generators in nursing homes.""",4
"Says the national health care law puts federal ""bureaucrats between an American citizen and her doctor.""",5
“There are more guns in this country than there are citizens.”,1
"Says Barack Obama said that ""ordinary men and women are too small-minded to govern their own affairs"" and that individuals should ""surrender their rights to an all-powerful sovereign.""",2
"""In Chicago, school is never canceled"" because of winter weather.",3
"""We also have, in a park that’s not far from here, an ability to build a reservoir that can hold a 30-day water supply for the city of Atlanta.""",3
"It’s legal to ""sign a recall petition (against Gov. Scott Walker) even if you have already signed another recall petition,"" but only one signature counts",0
"""Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jersey’s best teachers, and the most education funding ever.""",1
"Says New Jersey Rep. Leonard Lance voted repeatedly ""to let insurance companies charge more to people aged 50 and over.""",1
"Documents released by Edward Snowden reveal that American, British and Israeli intelligence agencies worked together to create the Islamic State.",2
"Says New Jersey Devils managing partner Jeff Vanderbeek ""froze all those monies during the toughest years in ‘08-’09"" and ""refused to give the charitable dollars that he was required to give by the contract.""",3
Says a “5G LAW PASSED while everyone was distracted” with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.,4
"""Again today (Ahmadinejad) made light of 9/11, and said that he's not even sure it happened and that people actually died.""",0
"""It will cost $50,000 per enrollee in Obamacare over the next 10 years.""",5
"Says Deputy Comptroller Aycha Sawa ""blocked an audit"" of the Milwaukee lead program for three years that ""put our children in danger"" and spurred a criminal investigation.",2
Says Republicans just won two congressional seats in North Carolina “that were not supposed to be won.”,4
"""Barack Obama said, ‘If we don’t do something about this president, I will’ at DNC fundraiser last night.""",5
"""The Mexican government forces many bad people into our country.""",2
"Says ""over 50 percent of U.S. job growth in June came"" from Wisconsin.",5
"""We are spending more on affordable housing than we're spending on Dix Park right now.""",0
Says Denzel Washington supports Donald Trump and speaks out against Barack Obama.,2
"""No private business was conducted on public property. That issue is a contract dispute.""",5
"""A report by the US General Accountability Office (GAO) in 2008 found that the disposal of Katrina wastes by AshBritt in the south resulted in the creation of contaminated sites along the Gulf Coast and two new Superfund sites in New Orleans.""",2
"Says ""people who come to"" their dissent actions ""get a ‘cease and desist’ letter"" from Ron Johnson's office.",5
"""In American history since 9/11, we've had 85 major attacks in our country, 73 percent of them have been by white nationalist hate groups.""",1
"The Obama administration ""didn't do anything aboutâ€� swine flu.",5
Says Jeb Bush -- not Charlie Crist -- signed legislation that let Duke Energy collect money for nuclear projects.,0
The daughter of a Donald Trump appointee posed as an El Paso shooting victim in a photo with the president.,2
"""When Rick Baker heard (racist remarks from another mayoral candidate), he went after Congemi. Rick Kriseman he just looked away. Tolerating bigotry in silence is no virtue; taking it on is.""",1
"""You can be an NFL player with murder charges and not be suspended.""",1
"""If you're over 65 years old in America today, you have no choice but to be in Medicare. Even if you want out of Medicare, you have to forfeit your Social Security to get out of it.""",1
Health insurance costs for Floridians are up 30 percent or more.,4
"When ""the governor announced his ‘jobs budget,’ 99 folks from the Department of Taxation were let go the next day.""",0
Says the Trump administration transferred $10 million from FEMA to ICE.,0
"Under Philip Levine, Miami Beach ""passed a resolution to ban assault rifles, which was not enforceable and never enforced. He passed a resolution to raise the minimum wage, which actually no one got the benefit of because it was not enforced.""",3
"“In 2018, the providers the state paid through the ACO reduced the amount of money spent on healthcare services by $7.7 million.”",1
"""By declaring that Pluto was no longer a planet, the (International Astronomical Union) put into place a planetary definition that would have even declassified Earth as a planet if it existed as far from the sun as Pluto does.""",1
"""The Health Care  and Education Reconciliation Act is the largest-ever investment in  higher education.""",4
"Wendy Davis is ""threatening to raise taxes up to $35 billion.""",4
"Because Gov. Chris Christie vetoed a 30-bill job creation package, ""New Jersey ranks 50th in the nation in job creation.""",2
"Many March for Our Lives speakers called for ""the murder of those who would not turn over their guns to the government.""",2
"A Republican proposal changes Medicare for those under age 55 so that they will  ""participate in the same kind of health plan that members of Congress do.""",4
"""Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.""",0
"""Bloomberg says he wants to ban guns holding more than three rounds.""",4
"Ohio ""thought that our (voting) machines were so awful we got rid of them, but South Carolina bought them. This is true. South Carolina bought all the machines we got rid of because they were not effective.""",5
"""The last time Illinois raised the minimum wage in 2006, the very next year this state lost 50,000 jobs. The prediction this time is, we’ll lose 90,000 jobs.""",5
"Says 12 restaurants and food companies are ""supporting Trump’s re-election.""",5
"""I have 35 years' experience making change.""",3
"Says that as Massachusetts governor, Mitt Romney ""condemned coal-fired plants, saying they kill people.""",3
"""He has asked for $932-million of earmark pork-barrel spending, nearly a million dollars for every day that he’s been in the United States Senate.""",3
