text_a,label,entity
Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinsons,3,"vincent-barrella,mayor, point pleasant beach,independent,new jersey,environment,income"
"In the past year, more than 20 percent of Americans have changed their mind about the war in Afghanistan. They conclude we shouldn't be there.",0,"alan-grayson,u.s. house of representatives,democrat,florida,afghanistan"
"In the last five years, 28,000 people have been killed along the U.S.-Mexico border.",1,"lamar-smith,congressman,republican,texas,crime,homeland-security,immigration"
The state of Ohio has one of the lowest unemployment rates in the nation right now and is leading the pack in terms of job creation.,0,"bill-johnson,u.s. representative,republican,ohio,economy,jobs"
Says Obama health reform law denies millions access to affordable insurance.,1,"eric-hovde,unk,republican,unk,health-care,workers"
Says HB2 hasnt moved the needle one iota on North Carolinas economy.,0,"john-skvarla,n.c. secretary of commerce,republican,north carolina,corporations,economy,gays-and-lesbians,state-finances,states"
Close to 30% of our federal prison population consists of illegal immigrants.,1,"daniel-mielke,farmer,republican,wisconsin,immigration"
Says Rick Scott called education not a core function of the state.,1,"florida-democratic-party,unk,democrat,florida,education,state-budget"
"The Family Research Council, according to some government agencies, is a terrorist group.",1,"ben-carson,unk,republican,unk,terrorism"
"Says Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregons children.",5,"blue-oregon,liberal blog,democrat,oregon,health-care,taxes"
Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.,5,"raymond-bateman,unk,republican,unk,elections,states"
Obamacare is the biggest tax increase in American history.,1,"mark-neumann,developer and homebuilder,republican,wisconsin,corrections-and-updates,federal-budget,health-care,taxes"
You ... said that Barack Obama was not ready to be commander in chief.,5,"sarah-palin,unk,republican,alaska,candidates-biography"
"The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically.",3,"rana-foroohar,assistant managing editor for time,none,unk,economy,jobs,labor,workers"
Milwaukee Mayor Tom Barrett has held the line on property taxes.,0,"barack-obama,president,democrat,illinois,job-accomplishments,taxes"
Im the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200.,5,"alan-grayson,u.s. house of representatives,democrat,florida,campaign-finance"
"Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.",5,"tom-niehaus,president of the ohio senate,republican,ohio,bipartisanship,job-accomplishments"
Josh Mandel is lying about his own record. The rating of Ohios investment fund has NOT improved.,1,"sherrod-brown,u.s. senator,democrat,ohio,job-accomplishments,message-machine-2012,state-finances"
"Rick Scott took $200,000 from a family that leased land for drilling and now he is trying to hide from it.",2,"nextgen-climate,unk,organization,unk,campaign-finance,environment"
On how money from a possible lease of the Ohio Turnpike would be used,2,"john-kasich,governor of ohio as of jan. 10, 2011,republican,ohio,infrastructure,transportation"
"At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade.",3,"barack-obama,president,democrat,illinois,economy,federal-budget"
"The president has had 1,540 of his nominations confirmed, only four defeated.",2,"mitch-mcconnell,senate minority leader,republican,kentucky,legal-issues"
U.S. taxpayers are being forced to fund Feisal Abdul Raufs trip to the Middle East.,5,"ileana-ros-lehtinen,u.s. representative,republican,florida,foreign-policy,religion,terrorism"
"Milwaukee County taxpayers paid $370,000 to settle a lawsuit over a decision by Sheriff David A. Clarke Jr. to use untrained corrections officers rather than deputies to patrol the lakefront.",0,"chris-moews,lieutenant, milwaukee police department,democrat,wisconsin,labor,public-safety"
There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election.,3,"robby-mook,campaign manager for hillary clinton,democrat,new york,criminal-justice,government-regulation"
"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""",5,"carolyn-maloney,u.s. representative,democrat,new york,economy,history,workers"
"Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.""",5,"lindsey-graham,u.s. senator,republican,south carolina,iraq"
Says Rush Limbaugh made it clear hed rather see the country fail than President Barack Obama succeed.,0,"mark-strama,small business owner,democrat,texas,bipartisanship"
One percent of the American people make over 21 percent of all the income in America. That wasnt the way before George Bush became president.,2,"joe-biden,u.s. senator,democrat,delaware,taxes"
"Military ""recruiting went on at Harvard every single day throughout the time (Kagan) was there.""",2,"patrick-leahy,u.s. senator,democrat,vermont,kagan-nomination,military,abc-news-week"
"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.",3,"fix-austin-schools,unk,none,unk,children,education,state-budget,state-finances"
"Says David Perdue wants to abolish the U.S. Department of Education, which would cost Georgia schools $1 billion a year and eliminate millions in student loans.",2,"democratic-senatorial-campaign-committee,unk,democrat,unk,education,federal-budget"
The Paul Ryan budget proposal would privatize Medicare.,3,"agenda-project,liberal advocacy group,none,new york,federal-budget,health-care,medicare"
High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,3,"steven-teske,clayton county juvenile court judge,none,unk,criminal-justice,education"
The United States imprisons more than any nation in the world.,2,"hank-johnson,u.s. congressman,democrat,georgia,criminal-justice"
Says Marco Rubio is the one for an open border.,4,"rand-paul,candidate for u.s. senate and physician,republican,kentucky,immigration"
"...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.",3,"dave-brat,college professor,republican,virginia,education,federal-budget"
Says cuts to Medicare affect people who have already paid in. We paid for it.,0,"national-republican-senatorial-committee,unk,republican,unk,federal-budget,health-care,medicare"
David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.,0,"kesha-rogers,unk,democrat,texas,bipartisanship,campaign-finance,candidates-biography"
The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,5,"sheldon-whitehouse,u.s. senator,democrat,rhode island,federal-budget,health-care"
Providences port is 200 miles closer to Europe than any other Eastern port.,1,"james-bennett,director, department of economic development, providence, r.i.,newsmaker,rhode island,economy,infrastructure,trade,transportation"
Says you need a photo ID to purchase Sudafed in Texas.,5,"rick-perry,governor,republican,texas,elections,legal-issues"
Twenty percent of housing in Portlands Pearl District is affordable.,3,"tom-hughes,metro president,democrat,oregon,housing,infrastructure,taxes,urban"
"Says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012.",3,"jeff-merkley,u.s. senator,democrat,oregon,taxes"
Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.,2,"barack-obama,president,democrat,illinois,foreign-policy"
Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.,2,"sheila-oliver,assemblywoman,democrat,new jersey,jobs,unions"
"Obama's budget plan would take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.",5,"judd-gregg,u.s. senator,republican,unk,federal-budget"
Says Hillary Clinton said the Veterans Affairs scandal is over-exaggerated. She said she was satisfied with what was going on.,0,"donald-trump,president-elect,republican,new york,veterans"
